The following lines contain 2177 text messages, one per line. Each text message can be classified as spam or ham (i.e., not spam).

You will be asked to answer questions about the aggregate label statistics across all 2177 examples in this dataset. Do not try to guess, estimate, or approximate the result. Calculate the exact answer given these datapoints.

Date: Apr 01, 2025 || User: 23965 || Instance: Compliments to you. Was away from the system. How your side. 
Date: Jul 27, 2023 || User: 87580 || Instance: Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs 
Date: Jan 12, 2025 || User: 30149 || Instance: Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or £10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+ 
Date: Feb 17, 2022 || User: 67130 || Instance: goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468 
Date: May 01, 2023 || User: 40235 || Instance: Was doing my test earlier. I appreciate you. Will call you tomorrow. 
Date: Sep 03, 2024 || User: 36952 || Instance: Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16 
Date: Dec 17, 2022 || User: 18596 || Instance: Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p 
Date: Mar 01, 2024 || User: 98112 || Instance: I told that am coming on wednesday. 
Date: Jul 22, 2023 || User: 44758 || Instance: My love ! How come it took you so long to leave for Zaher's? I got your words on ym and was happy to see them but was sad you had left. I miss you 
Date: May 27, 2025 || User: 79342 || Instance: Am okay. Will soon be over. All the best 
Date: Apr 23, 2022 || User: 25600 || Instance: 1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting! 
Date: Dec 25, 2022 || User: 96416 || Instance: Then ü come n pick me at 530 ar? 
Date: May 23, 2025 || User: 28743 || Instance: S.s:)i thinl role is like sachin.just standing. Others have to hit. 
Date: Nov 16, 2023 || User: 74145 || Instance: Hello beautiful r u ok? I've kinda ad a row wiv and he walked out the pub?? I wanted a night wiv u Miss u  
Date: Feb 24, 2024 || User: 34013 || Instance: Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622 
Date: Feb 18, 2023 || User: 34851 || Instance: PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04 
Date: Sep 09, 2023 || User: 78568 || Instance: Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Calls£1/minMobsmore LKPOBOX177HP51FL 
Date: Mar 09, 2025 || User: 22308 || Instance: Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP Arrow 
Date: Jan 22, 2023 || User: 11655 || Instance: A link to your picture has been sent. You can also use http://alto18.co.uk/wave/wave.asp?o=44345 
Date: Nov 27, 2024 || User: 84689 || Instance: Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm 
Date: Dec 27, 2022 || User: 75930 || Instance: Please CALL 08712402779 immediately as there is an urgent message waiting for you 
Date: Apr 04, 2023 || User: 33026 || Instance: You can donate £2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. £2.50 will be added to your next bill 
Date: Aug 30, 2024 || User: 36952 || Instance: Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah. 
Date: Jan 16, 2025 || User: 27277 || Instance: Also maaaan are you missing out 
Date: Jul 29, 2024 || User: 63007 || Instance: FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382 or call2optout/J MF 
Date: Jun 20, 2023 || User: 47041 || Instance: URGENT!! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins 
Date: Dec 06, 2024 || User: 18596 || Instance: Lol for real. She told my dad I have cancer 
Date: May 07, 2024 || User: 48472 || Instance: In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C) 
Date: Oct 13, 2023 || User: 35892 || Instance: For your chance to WIN a FREE Bluetooth Headset then simply reply back with "ADP" 
Date: Sep 10, 2024 || User: 35198 || Instance: January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min) 
Date: Feb 23, 2025 || User: 93351 || Instance: K...k...when will you give treat? 
Date: Aug 24, 2023 || User: 43954 || Instance: FreeMsg Why haven't you replied to my text? I'm Randy, sexy, female and live local. Luv to hear from u. Netcollex Ltd 08700621170150p per msg reply Stop to end 
Date: Jul 14, 2024 || User: 97072 || Instance:  said kiss, kiss, i can't do the sound effects! He is a gorgeous man isn't he! Kind of person who needs a smile to brighten his day!  
Date: Apr 02, 2022 || User: 96416 || Instance: Mind blastin.. No more Tsunamis will occur from now on.. Rajnikant stopped swimming in Indian Ocean..:-D 
Date: May 15, 2023 || User: 97831 || Instance: Hiya, had a good day? Have you spoken to since the weekend? 
Date: Sep 19, 2024 || User: 71102 || Instance: When you are big..| God will bring success. 
Date: Aug 20, 2024 || User: 88300 || Instance: I know you are serving. I mean what are you doing now. 
Date: Jun 29, 2024 || User: 75927 || Instance: URGENT! Your Mobile No. was awarded £2000 Bonus Caller Prize on 5/9/03 This is our final try to contact U! Call from Landline 09064019788 BOX42WR29C, 150PPM 
Date: Apr 28, 2025 || User: 38574 || Instance: Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before like 8 
Date: Sep 06, 2023 || User: 92038 || Instance: Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days. 
Date: May 19, 2023 || User: 96826 || Instance: Yes. Rent is very expensive so its the way we save. 
Date: Sep 05, 2023 || User: 40235 || Instance: You are a £1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BhamB64XE 
Date: Oct 03, 2022 || User: 42289 || Instance: FREE RING TONE just text "POLYS" to 87131. Then every week get a new tone. 0870737910216yrs only £1.50/wk. 
Date: Jan 01, 2023 || User: 80341 || Instance: Doing nothing, then u not having dinner w us? 
Date: Sep 02, 2024 || User: 33376 || Instance: U are subscribed to the best Mobile Content Service in the UK for £3 per ten days until you send STOP to 83435. Helpline 08706091795. 
Date: Dec 03, 2022 || User: 86421 || Instance: U wan 2 haf lunch i'm in da canteen now. 
Date: Feb 23, 2025 || User: 32870 || Instance: As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. 
Date: Jan 27, 2025 || User: 81413 || Instance: Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP 
Date: Jul 01, 2023 || User: 36821 || Instance: RECPT 1/3. You have ordered a Ringtone. Your order is being processed... 
Date: Jul 12, 2022 || User: 95872 || Instance: BABE !!! I miiiiiiissssssssss you ! I need you !!! I crave you !!! :-( ... Geeee ... I'm so sad without you babe ... I love you ... 
Date: Sep 11, 2023 || User: 33202 || Instance: U are subscribed to the best Mobile Content Service in the UK for £3 per ten days until you send STOP to 83435. Helpline 08706091795. 
Date: Jun 25, 2022 || User: 86036 || Instance: Hows the pain dear?y r u smiling? 
Date: Mar 24, 2024 || User: 64280 || Instance: TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468 
Date: Jun 01, 2022 || User: 94905 || Instance: Macha dont feel upset.i can assume your mindset.believe me one evening with me and i have some wonderful plans for both of us.LET LIFE BEGIN AGAIN.call me anytime 
Date: Feb 11, 2024 || User: 98583 || Instance: Love has one law; Make happy the person you love. In the same way friendship has one law; Never make ur friend feel alone until you are alive.... Gud night 
Date: Sep 25, 2024 || User: 18596 || Instance: Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later. 
Date: Aug 05, 2024 || User: 71925 || Instance: Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402. 
Date: Mar 02, 2022 || User: 71925 || Instance: Re your call; You didn't see my facebook huh? 
Date: Nov 15, 2022 || User: 30149 || Instance: FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242 
Date: Jan 25, 2024 || User: 39013 || Instance: **FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270 
Date: Mar 21, 2022 || User: 77735 || Instance: I tot u reach liao. He said t-shirt. 
Date: Jan 05, 2024 || User: 64710 || Instance: Have a good evening! Ttyl 
Date: Nov 02, 2024 || User: 32870 || Instance: Urgent Please call 09066612661 from landline. £5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE award. 20M12AQ. 150ppm. 16+ “ 
Date: Jul 20, 2022 || User: 14234 || Instance: Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402. 
Date: Apr 19, 2025 || User: 38602 || Instance: Reminder: You have not downloaded the content you have already paid for. Goto http://doit. mymoby. tv/ to collect your content. 
Date: Jul 18, 2024 || User: 99752 || Instance: Ok... But bag again.. 
Date: Sep 29, 2023 || User: 13289 || Instance: Oh just getting even with u.... u? 
Date: Mar 21, 2025 || User: 73080 || Instance: Ya very nice. . .be ready on thursday 
Date: Feb 15, 2024 || User: 56842 || Instance: Hello. Sort of out in town already. That . So dont rush home, I am eating nachos. Will let you know eta. 
Date: Jul 02, 2024 || User: 33621 || Instance: Omg I want to scream. I weighed myself and I lost more weight! Woohoo! 
Date: Oct 04, 2022 || User: 28859 || Instance: Dont let studying stress you out. L8r. 
Date: Oct 08, 2024 || User: 57046 || Instance: money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over £1million to give away ! ppt150x3+normal text rate box403 w1t1jy 
Date: Feb 15, 2025 || User: 34013 || Instance: Sindu got job in birla soft .. 
Date: Mar 04, 2023 || User: 78157 || Instance: Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? I'll text you 
Date: Nov 27, 2023 || User: 99752 || Instance: * FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw 
Date: Mar 18, 2023 || User: 87718 || Instance: No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info 
Date: Sep 06, 2024 || User: 88656 || Instance: This is the 2nd time we have tried to contact u. U have won the £400 prize. 2 claim is easy, just call 087104711148 NOW! Only 10p per minute. BT-national-rate 
Date: Feb 24, 2023 || User: 38574 || Instance: Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ?  
Date: Jul 12, 2024 || User: 97042 || Instance: 8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity  
Date: Mar 31, 2024 || User: 23974 || Instance: FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406) 
Date: Sep 16, 2022 || User: 59719 || Instance: Haha awesome, omw back now then 
Date: May 07, 2022 || User: 47041 || Instance: Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 £3  
Date: Apr 11, 2024 || User: 48675 || Instance: Yes. It's all innocent fun. O:-) 
Date: Feb 11, 2023 || User: 47462 || Instance: Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021. 
Date: Jan 12, 2025 || User: 88522 || Instance: Did you try making another butt. 
Date: Nov 28, 2023 || User: 66036 || Instance: Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM 
Date: Jun 17, 2022 || User: 36359 || Instance: Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs  
Date: Jan 15, 2024 || User: 31306 || Instance: K da:)how many page you want? 
Date: Apr 11, 2022 || User: 33376 || Instance: FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts 
Date: Jun 14, 2023 || User: 24606 || Instance: CDs 4u: Congratulations ur awarded £500 of CD gift vouchers or £125 gift guaranteed & Freeentry 2 £100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16  
Date: Jan 30, 2025 || User: 74608 || Instance: Booked ticket for pongal? 
Date: Apr 28, 2023 || User: 98223 || Instance: GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm 
Date: Jul 20, 2023 || User: 96416 || Instance: Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines! 
Date: Mar 13, 2024 || User: 85409 || Instance: HI BABE U R MOST LIKELY TO BE IN BED BUT IM SO SORRY ABOUT TONIGHT! I REALLY WANNA SEE U TOMORROW SO CALL ME AT 9. LOVE ME XXX 
Date: Mar 11, 2023 || User: 36991 || Instance: Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!! 
Date: Nov 18, 2024 || User: 13289 || Instance: Hi :)finally i completed the course:) 
Date: Nov 15, 2024 || User: 85000 || Instance: Not sure yet, still trying to get a hold of him 
Date: May 01, 2023 || User: 15274 || Instance: &lt;#&gt; ISH MINUTES WAS 5 MINUTES AGO. WTF. 
Date: Oct 16, 2022 || User: 44193 || Instance: No one interested. May be some business plan. 
Date: Nov 03, 2023 || User: 79821 || Instance: Hard LIVE 121 chat just 60p/min. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX 
Date: Sep 30, 2022 || User: 82887 || Instance: His frens go then he in lor. Not alone wif my mum n sis lor. 
Date: Jun 24, 2023 || User: 87718 || Instance: Please CALL 08712402902 immediately as there is an urgent message waiting for you. 
Date: Feb 04, 2023 || User: 74145 || Instance: New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693. 08715500022 rpl Stop 2 cnl 
Date: Jun 19, 2022 || User: 93083 || Instance: For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk 
